date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/07/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,"616,991","$14,388,230.12",3.17%
10/07/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,"1,953,706","$13,324,274.92",2.93%
10/07/2021,PRNT,"XOMETRY INC-A",XMTR,98423F109,"240,947","$13,259,313.41",2.92%
10/07/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,"9,499","$6,180,524.35",1.36%
10/07/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604301,"55,649","$5,805,860.17",1.28%
10/07/2021,PRNT,"HEXAGON AB-B SHS","HEXAB S",BNZFHC1,"390,275","$5,772,983.98",1.27%
10/07/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,"41,964","$5,640,800.88",1.24%
10/07/2021,PRNT,"AMETEK INC",AME,031100100,"44,705","$5,608,242.25",1.23%
10/07/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,"35,776","$5,590,142.15",1.23%
10/07/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,"70,472","$5,513,729.28",1.21%
10/07/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,"34,963","$5,316,406.38",1.17%
10/07/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,"48,413","$5,322,525.22",1.17%
10/07/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,"168,202","$5,173,893.52",1.14%
10/07/2021,PRNT,"EXCO TECHNOLOGIES LTD",XTC,2325392,"671,675","$5,191,355.75",1.14%
10/07/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,"120,651","$5,119,221.93",1.13%
10/07/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,"500,857","$5,153,060.97",1.13%
10/07/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,"79,300","$5,057,754.00",1.11%
10/07/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,"26,706","$4,825,774.20",1.06%
10/07/2021,PRNT,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"793,566","$793,566.29",0.17%
10/07/2021,PRNT,"HEXCEL CORP",HXL,428291108,"9,112","$551,640.48",0.12%
10/07/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,"82,699","$526,134.75",0.12%
10/07/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,"2,789","$551,429.79",0.12%
10/07/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,"4,199","$525,160.15",0.12%
10/07/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,"71,424","$479,255.04",0.11%
10/07/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,"15,500","$477,829.92",0.11%
10/07/2021,PRNT,"5N PLUS INC",VNP,B2B3VZ3,"239,337","$517,115.45",0.11%
10/07/2021,PRNT,"SGL CARBON SE",SGL,4818351,"48,124","$485,617.79",0.11%
10/07/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,"4,680","$482,601.60",0.11%
10/07/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,"13,876","$454,022.72",0.10%
10/07/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,"6,677","$466,054.60",0.10%
10/07/2021,PRNT,"VOESTALPINE AG",VOE,4943402,"12,615","$444,156.25",0.10%
10/07/2021,PRNT,"HENKEL AG & CO KGAA VOR-PREF",HEN3,5076705,"5,157","$467,934.88",0.10%
10/07/2021,PRNT,"3M CO",MMM,88579Y101,"2,617","$466,872.80",0.10%
10/07/2021,PRNT,"XEROX HOLDINGS CORP",XRX,98421M106,"22,473","$471,708.27",0.10%
10/07/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,"19,778","$448,499.07",0.10%
10/07/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,"117,215","$470,200.77",0.10%
10/07/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,"25,342","$425,745.60",0.09%
10/07/2021,PRNT,"GREAT BRITISH POUND",,GBP,0,$0.33,0.00%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
